dateChecked,dateCheckedHour,dateCheckedMinute,dateCheckedDayOfWeek,dateCheckedDayOfMonth,appointmentDaysFound,earliestAppointmentDate,earliestAppointmentDelta
2021-09-19T14:14:00,14,14,6,19,1,2021-11-18T00:00:00,60
2021-09-19T14:16:00,14,16,6,19,1,2021-11-18T00:00:00,60
2021-09-19T14:18:00,14,18,6,19,1,2021-11-18T00:00:00,60
2021-09-19T14:20:00,14,20,6,19,1,2021-11-18T00:00:00,60
2021-09-19T14:22:00,14,22,6,19,1,2021-11-18T00:00:00,60
2021-09-19T14:24:00,14,24,6,19,1,2021-11-18T00:00:00,60
2021-09-19T14:26:00,14,26,6,19,0,,
2021-09-19T14:28:00,14,28,6,19,0,,
2021-09-19T14:30:00,14,30,6,19,0,,
2021-09-19T14:32:00,14,32,6,19,0,,
2021-09-19T14:34:00,14,34,6,19,0,,
2021-09-19T14:36:00,14,36,6,19,0,,
2021-09-19T14:38:00,14,38,6,19,0,,
2021-09-19T14:40:00,14,40,6,19,0,,
2021-09-19T14:42:00,14,42,6,19,0,,
2021-09-19T14:44:00,14,44,6,19,0,,
2021-09-19T14:46:00,14,46,6,19,0,,
2021-09-19T14:48:00,14,48,6,19,0,,
2021-09-19T14:50:00,14,50,6,19,0,,
2021-09-19T14:52:00,14,52,6,19,0,,
2021-09-19T14:54:00,14,54,6,19,0,,
2021-09-19T14:56:00,14,56,6,19,0,,
2021-09-19T14:58:00,14,58,6,19,0,,
2021-09-19T15:00:00,15,0,6,19,0,,
2021-09-19T15:02:00,15,2,6,19,0,,
2021-09-19T15:04:00,15,4,6,19,0,,
2021-09-19T15:06:00,15,6,6,19,0,,
2021-09-19T15:08:00,15,8,6,19,0,,
2021-09-19T15:10:00,15,10,6,19,0,,
2021-09-19T15:12:00,15,12,6,19,0,,
2021-09-19T15:14:00,15,14,6,19,0,,
2021-09-19T15:16:00,15,16,6,19,0,,
2021-09-19T15:18:00,15,18,6,19,0,,
2021-09-19T15:20:00,15,20,6,19,0,,
2021-09-19T15:22:00,15,22,6,19,0,,
2021-09-19T15:24:00,15,24,6,19,0,,
2021-09-19T15:26:00,15,26,6,19,1,2021-11-18T00:00:00,60
2021-09-19T15:28:00,15,28,6,19,1,2021-11-18T00:00:00,60
2021-09-19T15:30:00,15,30,6,19,1,2021-11-18T00:00:00,60
2021-09-19T15:32:00,15,32,6,19,1,2021-11-18T00:00:00,60
2021-09-19T15:34:00,15,34,6,19,1,2021-11-18T00:00:00,60
2021-09-19T15:36:00,15,36,6,19,1,2021-11-18T00:00:00,60
2021-09-19T15:38:00,15,38,6,19,1,2021-11-18T00:00:00,60
2021-09-19T15:40:00,15,40,6,19,1,2021-11-18T00:00:00,60
2021-09-19T15:42:00,15,42,6,19,1,2021-11-18T00:00:00,60
2021-09-19T15:44:00,15,44,6,19,1,2021-11-18T00:00:00,60
2021-09-19T15:46:00,15,46,6,19,1,2021-11-18T00:00:00,60
2021-09-19T15:48:00,15,48,6,19,1,2021-11-18T00:00:00,60
2021-09-19T15:50:00,15,50,6,19,1,2021-11-18T00:00:00,60
2021-09-19T15:52:00,15,52,6,19,1,2021-11-18T00:00:00,60
2021-09-19T15:54:00,15,54,6,19,1,2021-11-18T00:00:00,60
2021-09-19T15:56:00,15,56,6,19,1,2021-11-18T00:00:00,60
2021-09-19T15:58:00,15,58,6,19,1,2021-11-18T00:00:00,60
2021-09-19T16:00:00,16,0,6,19,1,2021-11-18T00:00:00,60
2021-09-19T16:02:00,16,2,6,19,1,2021-11-18T00:00:00,60
2021-09-19T16:04:00,16,4,6,19,1,2021-11-18T00:00:00,60
2021-09-19T16:06:00,16,6,6,19,1,2021-11-18T00:00:00,60
2021-09-19T16:08:00,16,8,6,19,0,,
2021-09-19T16:10:00,16,10,6,19,0,,
2021-09-19T16:12:00,16,12,6,19,0,,
2021-09-19T16:14:00,16,14,6,19,0,,
2021-09-19T16:16:00,16,16,6,19,0,,
2021-09-19T16:18:00,16,18,6,19,0,,
2021-09-19T16:20:00,16,20,6,19,0,,
2021-09-19T16:22:00,16,22,6,19,0,,
2021-09-19T16:24:00,16,24,6,19,0,,
2021-09-19T16:26:00,16,26,6,19,0,,
2021-09-19T16:28:00,16,28,6,19,0,,
2021-09-19T16:30:00,16,30,6,19,0,,
2021-09-19T16:32:00,16,32,6,19,0,,
2021-09-19T16:34:00,16,34,6,19,0,,
2021-09-19T16:36:00,16,36,6,19,0,,
2021-09-19T16:38:00,16,38,6,19,0,,
2021-09-19T16:40:00,16,40,6,19,0,,
2021-09-19T16:42:00,16,42,6,19,0,,
2021-09-19T16:44:00,16,44,6,19,0,,
2021-09-19T16:46:00,16,46,6,19,0,,
2021-09-19T16:48:00,16,48,6,19,0,,
2021-09-19T16:50:00,16,50,6,19,0,,
2021-09-19T16:52:00,16,52,6,19,0,,
2021-09-19T16:54:00,16,54,6,19,0,,
2021-09-19T16:56:00,16,56,6,19,0,,
2021-09-19T16:58:00,16,58,6,19,0,,
2021-09-19T17:00:00,17,0,6,19,0,,
2021-09-19T17:02:00,17,2,6,19,0,,
2021-09-19T17:04:00,17,4,6,19,0,,
2021-09-19T17:06:00,17,6,6,19,0,,
2021-09-19T17:08:00,17,8,6,19,0,,
2021-09-19T17:10:00,17,10,6,19,0,,
2021-09-19T17:12:00,17,12,6,19,0,,
2021-09-19T17:14:00,17,14,6,19,0,,
2021-09-19T17:16:00,17,16,6,19,0,,
2021-09-19T17:18:00,17,18,6,19,0,,
2021-09-19T17:20:00,17,20,6,19,0,,
2021-09-19T17:22:00,17,22,6,19,0,,
2021-09-19T17:24:00,17,24,6,19,0,,
2021-09-19T17:26:00,17,26,6,19,0,,
2021-09-19T17:28:00,17,28,6,19,0,,
2021-09-19T17:30:00,17,30,6,19,0,,
2021-09-19T17:32:00,17,32,6,19,0,,
2021-09-19T17:34:00,17,34,6,19,0,,
2021-09-19T17:36:00,17,36,6,19,2,2021-10-01T00:00:00,12
2021-09-19T17:38:00,17,38,6,19,0,,
2021-09-19T17:40:00,17,40,6,19,0,,
2021-09-19T17:42:00,17,42,6,19,0,,
2021-09-19T17:44:00,17,44,6,19,0,,
2021-09-19T17:46:00,17,46,6,19,0,,
2021-09-19T17:48:00,17,48,6,19,0,,
2021-09-19T17:50:00,17,50,6,19,0,,
2021-09-19T17:52:00,17,52,6,19,0,,
2021-09-19T17:54:00,17,54,6,19,0,,
2021-09-19T17:56:00,17,56,6,19,0,,
2021-09-19T17:58:00,17,58,6,19,0,,
2021-09-19T18:00:00,18,0,6,19,0,,
2021-09-19T18:02:00,18,2,6,19,0,,
2021-09-19T18:04:00,18,4,6,19,0,,
2021-09-19T18:06:00,18,6,6,19,0,,
2021-09-19T18:08:00,18,8,6,19,0,,
2021-09-19T18:10:00,18,10,6,19,0,,
2021-09-19T18:12:00,18,12,6,19,1,2021-11-01T00:00:00,43
2021-09-19T18:14:00,18,14,6,19,0,,
2021-09-19T18:16:00,18,16,6,19,0,,
2021-09-19T18:18:00,18,18,6,19,0,,
2021-09-19T18:20:00,18,20,6,19,0,,
2021-09-19T18:22:00,18,22,6,19,1,2021-11-01T00:00:00,43
2021-09-19T18:24:00,18,24,6,19,0,,
2021-09-19T18:26:00,18,26,6,19,0,,
2021-09-19T18:28:00,18,28,6,19,0,,
2021-09-19T18:30:00,18,30,6,19,0,,
2021-09-19T18:32:00,18,32,6,19,0,,
2021-09-19T18:34:00,18,34,6,19,0,,
2021-09-19T18:36:00,18,36,6,19,0,,
2021-09-19T18:38:00,18,38,6,19,0,,
2021-09-19T18:40:00,18,40,6,19,0,,
2021-09-19T18:42:00,18,42,6,19,0,,
2021-09-19T18:44:00,18,44,6,19,0,,
2021-09-19T18:46:00,18,46,6,19,0,,
2021-09-19T18:48:00,18,48,6,19,0,,
2021-09-19T18:50:00,18,50,6,19,0,,
2021-09-19T18:52:00,18,52,6,19,0,,
2021-09-19T18:54:00,18,54,6,19,0,,
2021-09-19T18:56:00,18,56,6,19,0,,
2021-09-19T18:58:00,18,58,6,19,0,,
2021-09-19T19:00:00,19,0,6,19,0,,
2021-09-19T19:02:00,19,2,6,19,0,,
2021-09-19T19:04:00,19,4,6,19,0,,
2021-09-19T19:06:00,19,6,6,19,0,,
2021-09-19T19:08:00,19,8,6,19,0,,
2021-09-19T19:10:00,19,10,6,19,0,,
2021-09-19T19:12:00,19,12,6,19,0,,
2021-09-19T19:14:00,19,14,6,19,0,,
2021-09-19T19:16:00,19,16,6,19,0,,
2021-09-19T19:18:00,19,18,6,19,0,,
2021-09-19T19:20:00,19,20,6,19,0,,
2021-09-19T19:22:00,19,22,6,19,0,,
2021-09-19T19:24:00,19,24,6,19,0,,
2021-09-19T19:26:00,19,26,6,19,0,,
2021-09-19T19:28:00,19,28,6,19,0,,
2021-09-19T19:30:00,19,30,6,19,0,,
2021-09-19T19:32:00,19,32,6,19,0,,
2021-09-19T19:34:00,19,34,6,19,0,,
2021-09-19T19:36:00,19,36,6,19,0,,
2021-09-19T19:38:00,19,38,6,19,0,,
2021-09-19T19:40:00,19,40,6,19,0,,
2021-09-19T19:42:00,19,42,6,19,0,,
2021-09-19T19:44:00,19,44,6,19,0,,
2021-09-19T19:46:00,19,46,6,19,0,,
2021-09-19T19:48:00,19,48,6,19,0,,
2021-09-19T19:50:00,19,50,6,19,0,,
2021-09-19T19:52:00,19,52,6,19,0,,
2021-09-19T19:54:00,19,54,6,19,0,,
2021-09-19T19:56:00,19,56,6,19,0,,
2021-09-19T19:58:00,19,58,6,19,0,,
2021-09-19T20:00:00,20,0,6,19,0,,
2021-09-19T20:02:00,20,2,6,19,0,,
2021-09-19T20:04:00,20,4,6,19,0,,
2021-09-19T20:06:00,20,6,6,19,0,,
2021-09-19T20:08:00,20,8,6,19,0,,
2021-09-19T20:10:00,20,10,6,19,0,,
2021-09-19T20:12:00,20,12,6,19,0,,
2021-09-19T20:14:00,20,14,6,19,0,,
2021-09-19T20:16:00,20,16,6,19,0,,
2021-09-19T20:18:00,20,18,6,19,0,,
2021-09-19T20:20:00,20,20,6,19,0,,
2021-09-19T20:22:00,20,22,6,19,0,,
2021-09-19T20:24:00,20,24,6,19,0,,
2021-09-19T20:26:00,20,26,6,19,1,2021-11-10T00:00:00,52
2021-09-19T20:28:00,20,28,6,19,0,,
2021-09-19T20:30:00,20,30,6,19,0,,
2021-09-19T20:32:00,20,32,6,19,0,,
2021-09-19T20:34:00,20,34,6,19,0,,
2021-09-19T20:36:00,20,36,6,19,0,,
2021-09-19T20:38:00,20,38,6,19,0,,
2021-09-19T20:40:00,20,40,6,19,0,,
2021-09-19T20:42:00,20,42,6,19,0,,
2021-09-19T20:44:00,20,44,6,19,0,,
2021-09-19T20:46:00,20,46,6,19,0,,
2021-09-19T20:48:00,20,48,6,19,0,,
2021-09-19T20:50:00,20,50,6,19,0,,
2021-09-19T20:52:00,20,52,6,19,0,,
2021-09-19T20:54:00,20,54,6,19,0,,
2021-09-19T20:56:00,20,56,6,19,0,,
2021-09-19T20:58:00,20,58,6,19,0,,
2021-09-19T21:00:00,21,0,6,19,0,,
2021-09-19T21:02:00,21,2,6,19,0,,
2021-09-19T21:04:00,21,4,6,19,0,,
2021-09-19T21:06:00,21,6,6,19,0,,
2021-09-19T21:08:00,21,8,6,19,0,,
2021-09-19T21:10:00,21,10,6,19,0,,
2021-09-19T21:12:00,21,12,6,19,0,,
2021-09-19T21:14:00,21,14,6,19,0,,
2021-09-19T21:16:00,21,16,6,19,0,,
2021-09-19T21:18:00,21,18,6,19,0,,
2021-09-19T21:20:00,21,20,6,19,0,,
2021-09-19T21:22:00,21,22,6,19,0,,
2021-09-19T21:24:00,21,24,6,19,0,,
2021-09-19T21:26:00,21,26,6,19,0,,
2021-09-19T21:28:00,21,28,6,19,0,,
2021-09-19T21:30:00,21,30,6,19,0,,
2021-09-19T21:32:00,21,32,6,19,0,,
2021-09-19T21:34:00,21,34,6,19,0,,
2021-09-19T21:36:00,21,36,6,19,0,,
2021-09-19T21:38:00,21,38,6,19,0,,
2021-09-19T21:40:00,21,40,6,19,0,,
2021-09-19T21:42:00,21,42,6,19,0,,
2021-09-19T21:44:00,21,44,6,19,0,,
2021-09-19T21:46:00,21,46,6,19,1,2021-11-15T00:00:00,57
2021-09-19T21:48:00,21,48,6,19,0,,
2021-09-19T21:50:00,21,50,6,19,0,,
2021-09-19T21:52:00,21,52,6,19,0,,
2021-09-19T21:54:00,21,54,6,19,0,,
2021-09-19T21:56:00,21,56,6,19,0,,
2021-09-19T21:58:00,21,58,6,19,0,,
2021-09-19T22:00:00,22,0,6,19,0,,
2021-09-19T22:02:00,22,2,6,19,0,,
2021-09-19T22:04:00,22,4,6,19,0,,
2021-09-19T22:06:00,22,6,6,19,0,,
2021-09-19T22:08:00,22,8,6,19,0,,
2021-09-19T22:10:00,22,10,6,19,0,,
2021-09-19T22:12:00,22,12,6,19,0,,
2021-09-19T22:14:00,22,14,6,19,0,,
2021-09-19T22:16:00,22,16,6,19,0,,
2021-09-19T22:18:00,22,18,6,19,0,,
2021-09-19T22:20:00,22,20,6,19,0,,
2021-09-19T22:22:00,22,22,6,19,0,,
2021-09-19T22:24:00,22,24,6,19,0,,
2021-09-19T22:26:00,22,26,6,19,0,,
2021-09-19T22:28:00,22,28,6,19,0,,
2021-09-19T22:30:00,22,30,6,19,0,,
2021-09-19T22:32:00,22,32,6,19,0,,
2021-09-19T22:34:00,22,34,6,19,0,,
2021-09-19T22:36:00,22,36,6,19,0,,
2021-09-19T22:38:00,22,38,6,19,0,,
2021-09-19T22:40:00,22,40,6,19,0,,
2021-09-19T22:42:00,22,42,6,19,0,,
2021-09-19T22:44:00,22,44,6,19,0,,
2021-09-19T22:46:00,22,46,6,19,0,,
2021-09-19T22:48:00,22,48,6,19,0,,
2021-09-19T22:50:00,22,50,6,19,0,,
2021-09-19T22:52:00,22,52,6,19,0,,
2021-09-19T22:54:00,22,54,6,19,0,,
2021-09-19T22:56:00,22,56,6,19,0,,
2021-09-19T22:58:00,22,58,6,19,0,,
2021-09-19T23:00:00,23,0,6,19,0,,
2021-09-19T23:02:00,23,2,6,19,0,,
2021-09-19T23:04:00,23,4,6,19,0,,
2021-09-19T23:06:00,23,6,6,19,0,,
2021-09-19T23:08:00,23,8,6,19,0,,
2021-09-19T23:10:00,23,10,6,19,0,,
2021-09-19T23:12:00,23,12,6,19,0,,
2021-09-19T23:14:00,23,14,6,19,0,,
2021-09-19T23:16:00,23,16,6,19,0,,
2021-09-19T23:18:00,23,18,6,19,0,,
2021-09-19T23:20:00,23,20,6,19,0,,
2021-09-19T23:22:00,23,22,6,19,0,,
2021-09-19T23:24:00,23,24,6,19,0,,
2021-09-19T23:26:00,23,26,6,19,0,,
2021-09-19T23:28:00,23,28,6,19,0,,
2021-09-19T23:30:00,23,30,6,19,0,,
2021-09-19T23:32:00,23,32,6,19,0,,
2021-09-19T23:34:00,23,34,6,19,0,,
2021-09-19T23:36:00,23,36,6,19,0,,
2021-09-19T23:38:00,23,38,6,19,0,,
2021-09-19T23:40:00,23,40,6,19,0,,
2021-09-19T23:42:00,23,42,6,19,0,,
2021-09-19T23:44:00,23,44,6,19,0,,
2021-09-19T23:46:00,23,46,6,19,0,,
2021-09-19T23:48:00,23,48,6,19,0,,
2021-09-19T23:50:00,23,50,6,19,0,,
2021-09-19T23:52:00,23,52,6,19,0,,
2021-09-19T23:54:00,23,54,6,19,0,,
2021-09-19T23:56:00,23,56,6,19,0,,
2021-09-19T23:58:00,23,58,6,19,0,,
2021-09-20T00:00:00,0,0,0,20,0,,
2021-09-20T00:02:00,0,2,0,20,0,,
2021-09-20T00:04:00,0,4,0,20,0,,
2021-09-20T00:06:00,0,6,0,20,0,,
2021-09-20T00:08:00,0,8,0,20,0,,
2021-09-20T00:10:00,0,10,0,20,0,,
2021-09-20T00:12:00,0,12,0,20,0,,
2021-09-20T00:14:00,0,14,0,20,0,,
2021-09-20T00:16:00,0,16,0,20,0,,
2021-09-20T00:18:00,0,18,0,20,0,,
2021-09-20T00:20:00,0,20,0,20,0,,
2021-09-20T00:22:00,0,22,0,20,0,,
2021-09-20T00:24:00,0,24,0,20,0,,
2021-09-20T00:26:00,0,26,0,20,1,2021-09-20T00:00:00,0
2021-09-20T00:28:00,0,28,0,20,0,,
2021-09-20T00:30:00,0,30,0,20,0,,
2021-09-20T00:32:00,0,32,0,20,0,,
2021-09-20T00:34:00,0,34,0,20,0,,
2021-09-20T00:36:00,0,36,0,20,0,,
2021-09-20T00:38:00,0,38,0,20,0,,
2021-09-20T00:40:00,0,40,0,20,0,,
2021-09-20T00:42:00,0,42,0,20,0,,
2021-09-20T00:44:00,0,44,0,20,0,,
2021-09-20T00:46:00,0,46,0,20,0,,
2021-09-20T00:48:00,0,48,0,20,0,,
2021-09-20T00:50:00,0,50,0,20,0,,
2021-09-20T00:52:00,0,52,0,20,0,,
2021-09-20T00:54:00,0,54,0,20,0,,
2021-09-20T00:56:00,0,56,0,20,1,2021-09-20T00:00:00,0
2021-09-20T00:58:00,0,58,0,20,0,,
2021-09-20T01:00:00,1,0,0,20,0,,
2021-09-20T01:02:00,1,2,0,20,0,,
2021-09-20T01:04:00,1,4,0,20,0,,
2021-09-20T01:06:00,1,6,0,20,0,,
2021-09-20T01:08:00,1,8,0,20,0,,
2021-09-20T01:10:00,1,10,0,20,0,,
2021-09-20T01:12:00,1,12,0,20,0,,
2021-09-20T01:14:00,1,14,0,20,0,,
2021-09-20T01:16:00,1,16,0,20,0,,
2021-09-20T01:18:00,1,18,0,20,0,,
2021-09-20T01:20:00,1,20,0,20,0,,
2021-09-20T01:22:00,1,22,0,20,0,,
2021-09-20T01:24:00,1,24,0,20,0,,
2021-09-20T01:26:00,1,26,0,20,0,,
2021-09-20T01:28:00,1,28,0,20,0,,
2021-09-20T01:30:00,1,30,0,20,0,,
2021-09-20T01:32:00,1,32,0,20,0,,
2021-09-20T01:34:00,1,34,0,20,0,,
2021-09-20T01:36:00,1,36,0,20,0,,
2021-09-20T01:38:00,1,38,0,20,0,,
2021-09-20T01:40:00,1,40,0,20,0,,
2021-09-20T01:42:00,1,42,0,20,0,,
2021-09-20T01:44:00,1,44,0,20,0,,
2021-09-20T01:46:00,1,46,0,20,0,,
2021-09-20T01:48:00,1,48,0,20,0,,
2021-09-20T01:50:00,1,50,0,20,0,,
2021-09-20T01:52:00,1,52,0,20,0,,
2021-09-20T01:54:00,1,54,0,20,0,,
2021-09-20T01:56:00,1,56,0,20,0,,
2021-09-20T01:58:00,1,58,0,20,0,,
2021-09-20T02:00:00,2,0,0,20,0,,
2021-09-20T02:02:00,2,2,0,20,0,,
2021-09-20T02:04:00,2,4,0,20,0,,
2021-09-20T02:06:00,2,6,0,20,0,,
2021-09-20T02:08:00,2,8,0,20,0,,
2021-09-20T02:10:00,2,10,0,20,0,,
2021-09-20T02:12:00,2,12,0,20,0,,
2021-09-20T02:14:00,2,14,0,20,0,,
2021-09-20T02:16:00,2,16,0,20,1,2021-09-20T00:00:00,0
2021-09-20T02:18:00,2,18,0,20,0,,
2021-09-20T02:20:00,2,20,0,20,0,,
2021-09-20T02:22:00,2,22,0,20,0,,
2021-09-20T02:24:00,2,24,0,20,0,,
2021-09-20T02:26:00,2,26,0,20,0,,
2021-09-20T02:28:00,2,28,0,20,0,,
2021-09-20T02:30:00,2,30,0,20,0,,
2021-09-20T02:32:00,2,32,0,20,0,,
2021-09-20T02:34:00,2,34,0,20,0,,
2021-09-20T02:36:00,2,36,0,20,0,,
2021-09-20T02:38:00,2,38,0,20,0,,
2021-09-20T02:40:00,2,40,0,20,0,,
2021-09-20T02:42:00,2,42,0,20,0,,
2021-09-20T02:44:00,2,44,0,20,0,,
2021-09-20T02:46:00,2,46,0,20,0,,
2021-09-20T02:48:00,2,48,0,20,0,,
2021-09-20T02:50:00,2,50,0,20,0,,
2021-09-20T02:52:00,2,52,0,20,0,,
2021-09-20T02:54:00,2,54,0,20,0,,
2021-09-20T02:56:00,2,56,0,20,0,,
2021-09-20T02:58:00,2,58,0,20,0,,
2021-09-20T03:00:00,3,0,0,20,0,,
2021-09-20T03:02:00,3,2,0,20,0,,
2021-09-20T03:04:00,3,4,0,20,0,,
2021-09-20T03:06:00,3,6,0,20,0,,
2021-09-20T03:08:00,3,8,0,20,0,,
2021-09-20T03:10:00,3,10,0,20,0,,
2021-09-20T03:12:00,3,12,0,20,0,,
2021-09-20T03:14:00,3,14,0,20,0,,
2021-09-20T03:16:00,3,16,0,20,0,,
2021-09-20T03:18:00,3,18,0,20,0,,
2021-09-20T03:20:00,3,20,0,20,0,,
2021-09-20T03:22:00,3,22,0,20,0,,
2021-09-20T03:24:00,3,24,0,20,0,,
2021-09-20T03:26:00,3,26,0,20,0,,
2021-09-20T03:28:00,3,28,0,20,0,,
2021-09-20T03:30:00,3,30,0,20,0,,
2021-09-20T03:32:00,3,32,0,20,0,,
2021-09-20T03:34:00,3,34,0,20,0,,
2021-09-20T03:36:00,3,36,0,20,0,,
2021-09-20T03:38:00,3,38,0,20,0,,
2021-09-20T03:40:00,3,40,0,20,0,,
2021-09-20T03:42:00,3,42,0,20,0,,
2021-09-20T03:44:00,3,44,0,20,0,,
2021-09-20T03:46:00,3,46,0,20,0,,
2021-09-20T03:48:00,3,48,0,20,0,,
2021-09-20T03:50:00,3,50,0,20,0,,
2021-09-20T03:52:00,3,52,0,20,0,,
2021-09-20T03:54:00,3,54,0,20,0,,
2021-09-20T03:56:00,3,56,0,20,0,,
2021-09-20T03:58:00,3,58,0,20,0,,
2021-09-20T04:00:00,4,0,0,20,0,,
2021-09-20T04:02:00,4,2,0,20,0,,
2021-09-20T04:04:00,4,4,0,20,0,,
2021-09-20T04:06:00,4,6,0,20,0,,
2021-09-20T04:08:00,4,8,0,20,0,,
2021-09-20T04:10:00,4,10,0,20,0,,
2021-09-20T04:12:00,4,12,0,20,0,,
2021-09-20T04:14:00,4,14,0,20,0,,
2021-09-20T04:16:00,4,16,0,20,0,,
2021-09-20T04:18:00,4,18,0,20,0,,
2021-09-20T04:20:00,4,20,0,20,0,,
2021-09-20T04:22:00,4,22,0,20,0,,
2021-09-20T04:24:00,4,24,0,20,0,,
2021-09-20T04:26:00,4,26,0,20,0,,
2021-09-20T04:28:00,4,28,0,20,0,,
2021-09-20T04:30:00,4,30,0,20,0,,
2021-09-20T04:32:00,4,32,0,20,0,,
2021-09-20T04:34:00,4,34,0,20,0,,
2021-09-20T04:36:00,4,36,0,20,0,,
2021-09-20T04:38:00,4,38,0,20,0,,
2021-09-20T04:40:00,4,40,0,20,0,,
2021-09-20T04:42:00,4,42,0,20,0,,
2021-09-20T04:44:00,4,44,0,20,0,,
2021-09-20T04:46:00,4,46,0,20,0,,
2021-09-20T04:48:00,4,48,0,20,0,,
2021-09-20T04:50:00,4,50,0,20,0,,
2021-09-20T04:52:00,4,52,0,20,0,,
2021-09-20T04:54:00,4,54,0,20,0,,
2021-09-20T04:56:00,4,56,0,20,0,,
2021-09-20T04:58:00,4,58,0,20,0,,
2021-09-20T05:00:00,5,0,0,20,0,,
2021-09-20T05:02:00,5,2,0,20,0,,
2021-09-20T05:04:00,5,4,0,20,0,,
2021-09-20T05:06:00,5,6,0,20,0,,
2021-09-20T05:08:00,5,8,0,20,0,,
2021-09-20T05:10:00,5,10,0,20,0,,
2021-09-20T05:12:00,5,12,0,20,0,,
2021-09-20T05:14:00,5,14,0,20,0,,
2021-09-20T05:16:00,5,16,0,20,0,,
2021-09-20T05:18:00,5,18,0,20,0,,
2021-09-20T05:20:00,5,20,0,20,0,,
2021-09-20T05:22:00,5,22,0,20,0,,
2021-09-20T05:24:00,5,24,0,20,0,,
2021-09-20T05:26:00,5,26,0,20,0,,
2021-09-20T05:28:00,5,28,0,20,0,,
2021-09-20T05:30:00,5,30,0,20,0,,
2021-09-20T05:32:00,5,32,0,20,0,,
2021-09-20T05:34:00,5,34,0,20,0,,
2021-09-20T05:36:00,5,36,0,20,1,2021-09-20T00:00:00,0
2021-09-20T05:38:00,5,38,0,20,0,,
2021-09-20T05:40:00,5,40,0,20,0,,
2021-09-20T05:42:00,5,42,0,20,0,,
2021-09-20T05:44:00,5,44,0,20,0,,
2021-09-20T05:46:00,5,46,0,20,1,2021-09-20T00:00:00,0
2021-09-20T05:48:00,5,48,0,20,0,,
2021-09-20T05:50:00,5,50,0,20,0,,
2021-09-20T05:52:00,5,52,0,20,0,,
2021-09-20T05:54:00,5,54,0,20,0,,
2021-09-20T05:56:00,5,56,0,20,0,,
2021-09-20T05:58:00,5,58,0,20,0,,
2021-09-20T06:00:00,6,0,0,20,0,,
2021-09-20T06:02:00,6,2,0,20,0,,
2021-09-20T06:04:00,6,4,0,20,0,,
2021-09-20T06:06:00,6,6,0,20,0,,
2021-09-20T06:08:00,6,8,0,20,0,,
2021-09-20T06:10:00,6,10,0,20,0,,
2021-09-20T06:12:00,6,12,0,20,0,,
2021-09-20T06:14:00,6,14,0,20,0,,
2021-09-20T06:16:00,6,16,0,20,0,,
2021-09-20T06:18:00,6,18,0,20,0,,
2021-09-20T06:20:00,6,20,0,20,0,,
2021-09-20T06:22:00,6,22,0,20,0,,
2021-09-20T06:24:00,6,24,0,20,0,,
2021-09-20T06:26:00,6,26,0,20,0,,
2021-09-20T06:28:00,6,28,0,20,0,,
2021-09-20T06:30:00,6,30,0,20,0,,
2021-09-20T06:32:00,6,32,0,20,0,,
2021-09-20T06:34:00,6,34,0,20,0,,
2021-09-20T06:36:00,6,36,0,20,0,,
2021-09-20T06:38:00,6,38,0,20,0,,
2021-09-20T06:40:00,6,40,0,20,0,,
2021-09-20T06:42:00,6,42,0,20,0,,
2021-09-20T06:44:00,6,44,0,20,0,,
2021-09-20T06:46:00,6,46,0,20,0,,
2021-09-20T06:48:00,6,48,0,20,0,,
2021-09-20T06:50:00,6,50,0,20,0,,
2021-09-20T06:52:00,6,52,0,20,1,2021-09-20T00:00:00,0
2021-09-20T06:54:00,6,54,0,20,0,,
2021-09-20T06:56:00,6,56,0,20,0,,
2021-09-20T06:58:00,6,58,0,20,0,,
2021-09-20T07:00:00,7,0,0,20,0,,
2021-09-20T07:02:00,7,2,0,20,0,,
2021-09-20T07:04:00,7,4,0,20,0,,
2021-09-20T07:06:00,7,6,0,20,0,,
2021-09-20T07:08:00,7,8,0,20,0,,
2021-09-20T07:10:00,7,10,0,20,0,,
2021-09-20T07:12:00,7,12,0,20,1,2021-09-20T00:00:00,0
2021-09-20T07:14:00,7,14,0,20,0,,
2021-09-20T07:16:00,7,16,0,20,1,2021-09-20T00:00:00,0
2021-09-20T07:18:00,7,18,0,20,1,2021-09-20T00:00:00,0
2021-09-20T07:20:00,7,20,0,20,0,,
2021-09-20T07:22:00,7,22,0,20,1,2021-09-20T00:00:00,0
2021-09-20T07:24:00,7,24,0,20,1,2021-09-20T00:00:00,0
2021-09-20T07:26:00,7,26,0,20,1,2021-09-20T00:00:00,0
2021-09-20T07:28:00,7,28,0,20,0,,
2021-09-20T07:30:00,7,30,0,20,2,2021-10-18T00:00:00,28
2021-09-20T07:32:00,7,32,0,20,4,2021-09-20T00:00:00,0
2021-09-20T07:34:00,7,34,0,20,4,2021-09-20T00:00:00,0
2021-09-20T07:36:00,7,36,0,20,3,2021-09-20T00:00:00,0
2021-09-20T07:38:00,7,38,0,20,1,2021-09-20T00:00:00,0
2021-09-20T07:40:00,7,40,0,20,7,2021-10-04T00:00:00,14
2021-09-20T07:42:00,7,42,0,20,12,2021-09-20T00:00:00,0
2021-09-20T07:44:00,7,44,0,20,9,2021-10-11T00:00:00,21
2021-09-20T07:46:00,7,46,0,20,1,2021-11-15T00:00:00,56
2021-09-20T07:48:00,7,48,0,20,0,,
2021-09-20T07:50:00,7,50,0,20,0,,
